"","country","year","party","vote","seat","electionyear","epvote","fav_intEU","fav_ep_power","lrgen","lr_econ","lr_econ_slc","postmat_trad","postmat_trad_slc","spend_or_taxes","spend_or_taxes_slc","dereg_mkt","dereg_mkt_slc","stateinterv","laworder","laworder.1","laworder_slc","oppos_libpol","oppos_libpol_slc","religious","religion_slc","reject_immig","immigra_salience","assimil","assimil_slc","envnotimp","env_slc","cosmop_nation","cosmop_nation_slc","nation","mip_one","mip_two","mip_three"
"354","it",2006,"AN",12.3,11.3000001907349,2006,11.5,0.625,0.555,0.8,0.543,NA,0.888,NA,0.571000003814697,0.571000003814697,0.467000007629395,0.45,NA,0.914999961853027,0.914999961853027,0.730000019073486,0.919999980926514,0.939999961853027,0.8,0.632999992370605,0.7,0.832999992370605,0.95,NA,NA,NA,0.93999996,0.7,NA,"","",""
"355","it",2006,"SDI",1.46,1.71000003814697,2006,2.59166669845581,0.905,0.866666666666667,0.386,0.383,NA,0.138,NA,0.3,0.51399998664856,0.320000004768372,0.4,NA,0.15,0.15,0.667000007629395,0.1,0.740000009536743,0.05,0.332999992370606,0.35,0.580000019073486,0.325,NA,NA,NA,0.25,0.6,NA,"","",""
"356","it",2006,"VERDI",2,2.40000009536743,2006,2.5,0.813333333333333,0.866666666666667,0.229,0.3,NA,0.063,NA,0.113999998569489,0.55,0.25,0.45,NA,0.05,0.05,0.7,0.0600000023841858,0.839999961853027,0.05,0.359999990463257,0.183000004291534,0.582999992370605,0.275,NA,NA,NA,0.1,0.6,NA,"","",""
"357","it",2006,"LN",4.5,4.09999990463257,2006,5,0.0833333333333333,0.195,0.871,0.814,NA,0.875,NA,0.871000003814697,0.757000017166138,0.767000007629395,0.767000007629395,NA,0.971000003814697,0.971000003814697,0.843000030517578,0.860000038146973,0.880000019073486,0.65,0.5,0.817000007629395,0.85,1,NA,NA,NA,0.9,0.8,NA,"","",""
"358","it",2006,"RAD",1.05,1.14999997615814,2006,2.29999995231628,0.916666666666667,0.966666666666667,0.383,0.667,NA,0.013,NA,0.4,0.7,0.65,0.617000007629395,NA,0.05,0.05,0.8,0.0400000005960464,0.780000019073486,0.0170000001788139,0.4,0.240000009536743,0.519999980926514,0.35,NA,NA,NA,0.080000001,0.675,NA,"","",""
"359","it",2006,"UDC",6.8,6.19999980926514,2006,5.90000009536743,0.875,0.666666666666667,0.586,0.514,NA,0.763,NA,0.6,0.528999996185303,0.517000007629395,0.432999992370605,NA,0.71399998664856,0.71399998664856,0.7,0.880000019073486,0.939999961853027,0.960000038146973,0.967000007629395,0.582999992370605,0.55,0.825,NA,NA,NA,0.65,0.325,NA,"","",""
"360","it",2006,"FI",23.6,22.2000007629394,2006,21,0.521666666666667,NA,0.714,0.771,NA,0.7,NA,0.814000034332275,0.728999996185303,0.75,0.75,NA,0.68600001335144,0.68600001335144,0.671000003814697,0.719999980926514,0.640000009536743,0.732999992370605,0.517000007629395,0.667000007629395,0.717000007629395,0.825,NA,NA,NA,0.7,0.4,NA,"","",""
"361","it",2006,"DL",10.9,12.8500003814697,2006,9.07083320617676,NA,0.916666666666667,0.4,0.443,NA,0.513,NA,0.34300000667572,0.628999996185303,0.382999992370606,0.55,NA,0.4,0.4,0.61399998664856,0.419999980926514,0.7,0.582999992370605,0.617000007629395,0.317000007629394,0.6,0.35,NA,NA,NA,0.28,0.58000002,NA,"","",""
"363","it",2006,"IdV",2.3,2.70000004768372,2006,2.09999990463257,0.761666666666667,0.875,0.483,0.46,NA,0.543,NA,0.4,0.775,0.45,0.5,NA,0.559999990463257,0.559999990463257,0.825,0.332999992370606,0.65,0.5,0.152799999713898,NA,0.567000007629395,NA,NA,NA,NA,0.33299999,NA,NA,"","",""
"364","it",2006,"UDEUR",1.4,1.60000002384186,2006,1.29999995231628,0.881666666666667,0.875,NA,0.429,NA,0.775,NA,0.371000003814697,0.540000009536743,0.359999990463257,0.379999995231628,NA,0.5,0.5,0.6,0.719999980926514,0.819999980926514,0.85,0.917000007629395,0.540000009536743,0.619999980926514,0.575,NA,NA,NA,0.3,0.5,NA,"","",""
"367","it",2006,"NPSI",0.7,0.600000023841858,2006,2,0.721666666666667,0.708333333333333,0.543,0.567,NA,0.357,NA,0.5,0.519999980926514,0.480000019073486,0.359999990463257,NA,0.540000009536743,0.540000009536743,0.480000019073486,0.275,0.340000009536743,0.279999995231628,0.175,0.625,0.467000007629395,0.375,NA,NA,NA,0.23299999,0.43299999,NA,"","",""
"372","it",2010,"LN",8.3,9.5,2008,10.1999998092651,0.277777791023254,0.375,0.855555534362793,0.73333330154419,NA,0.844444465637207,NA,0.811111068725586,0.577777767181396,0.633333349227905,0.522222232818604,NA,0.8875,0.8875,0.788888883590698,0.877777767181396,0.6875,0.7375,0.65,0.9875,0.975,1,0.77142859,0.8,0.3,NA,NA,NA,"","",""
"374","it",2010,"PDL",38.2,43.7999992370605,2008,35.2999992370605,0.611111084620158,0.5625,0.755555534362793,0.755555534362793,NA,0.844444465637207,NA,0.855555534362793,0.633333349227905,0.744444465637207,0.633333349227905,NA,0.7625,0.7625,0.811111068725586,0.8,0.5875,0.75,0.675,0.825,0.7875,0.81428576,0.64285712,0.8875,0.2125,NA,NA,NA,"","",""
"385","it",2014,"UDC",1.8,1.3,2013,1.5,0.857142845789591,0.833333333333333,0.52857141494751,0.52857141494751,0.76666665,0.785714292526245,0.68571429,0.475,NA,0.5,NA,0.475,0.675,0.675,NA,0.85,NA,0.875,NA,0.466666650772095,NA,0.5,NA,0.65,NA,NA,NA,0.65,"public services vs taxes","corruption","EU integration"
"388","it",2014,"PD",25.4,47.3,2013,40.8,0.928571462631226,0.833333333333333,0.357142853736877,0.457142877578735,0.9,0.242857146263123,0.62857141,0.519999980926514,NA,0.540000009536743,NA,0.45999999,0.359999990463257,0.359999990463257,NA,0.320000004768372,NA,0.340000009536743,NA,0.325,NA,0.45999999,NA,0.4,NA,NA,NA,0.34000001,"public services vs taxes","EU integration","tie: deregulation and redistribution"
"393","it",2014,"SC",8.3,6,2013,0.7,0.976190487543742,0.888888915379842,0.542857122421265,0.757142877578735,0.9,0.542857122421265,0.4,0.8,NA,0.839999961853027,NA,0.825,0.6,0.6,NA,0.5,NA,0.625,NA,0.5,NA,0.5,NA,0.6,NA,NA,NA,0.375,"deregulation","EU integration","public services vs taxes"
"395","it",2014,"NCD",NA,NA,2013,2.9,0.785714308420817,0.708333333333333,0.614285707473755,0.6,0.77142859,0.8,0.68571429,0.680000019073486,NA,0.659999990463257,NA,0.74000001,0.8,0.8,NA,0.8,NA,0.719999980926514,NA,0.75,NA,0.48000002,NA,0.65999999,NA,NA,NA,0.65999999,"public services vs taxes","tie: immigration and social lifestyle","tie: deregulation and multiculturalism and state intervention"
"406","nl",2002,"CDA",27.9,28.7000007629394,2002,26.9400005340576,0.796666666666667,0.666666666666667,0.613,0.622,NA,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"408","nl",2002,"VVD",15.4,16,2002,19.6900005340576,0.573333333333333,0.618333333333333,0.738,0.8,NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"409","nl",2002,"D66",5.1,4.69999980926514,2002,5.80000019073486,0.906666666666667,0.875,0.463,0.511,NA,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"415","nl",2006,"CDA",26.5,27.2999992370606,2006,24.3999996185303,0.721666666666667,0.666666666666667,0.609,0.556,NA,0.67,NA,0.48600001335144,0.467000007629395,0.580000019073486,0.459999990463257,NA,0.667000007629395,0.667000007629395,0.419999980926514,0.567000007629395,0.532999992370605,0.713000011444092,0.719999980926514,0.632999992370605,0.582999992370605,0.7,NA,NA,NA,0.58000002,0.51999998,NA,"","",""
"417","nl",2006,"VVD",14.6,14.6999998092651,2006,13.1999998092651,0.583333333333333,0.541666666666667,0.745,0.789,NA,0.51,NA,0.78600001335144,0.617000007629395,0.860000038146973,0.780000019073486,NA,0.65,0.65,0.640000009536743,0.232999992370606,0.45,0.285999989509583,0.540000009536743,0.8,0.767000007629395,0.81700001,NA,NA,NA,0.6,0.6,NA,"","",""
"418","nl",2006,"D66",2,2,2006,4.19999980926514,0.916666666666667,0.791666666666667,0.445,0.522,NA,0.25,NA,0.542999982833862,0.467000007629395,0.559999990463257,0.540000009536743,NA,0.35,0.35,0.580000019073486,0.1,0.682999992370605,0.113999998569489,0.740000009536743,0.4,0.617000007629395,0.3,NA,NA,NA,0.2,0.75999999,NA,"","",""
"423","nl",2010,"CDA",13.6,14,2010,20.0499992370606,0.714285691579183,0.666666666666667,0.62857141494751,0.65,NA,0.714285755157471,NA,0.6,0.623076915740967,0.625,0.609999990463257,NA,0.709090900421143,0.709090900421143,0.609090900421143,0.590909099578857,0.527272748947144,0.772727251052856,0.745454549789429,0.7,0.627272748947144,0.7,0.6090909,0.7,0.3909091,NA,NA,NA,"","",""
"425","nl",2010,"VVD",20.5,20.7000007629394,2010,11.3900003433228,0.488095243771871,0.550000031789144,0.785714244842529,0.82857141494751,NA,0.47857141494751,NA,0.846153831481934,0.746153831481934,0.875,0.754545450210571,NA,0.790909099578857,0.790909099578857,0.790909099578857,0.345454549789429,0.527272748947144,0.272727274894714,0.327272725105286,0.845454502105713,0.745454549789429,0.7909091,0.73636365,0.8545455,0.37272727,NA,NA,NA,"","",""
"434","nl",2014,"PvdA",24.8,25.3,2012,9.4,0.742424249649048,0.809523820877075,0.366666674613953,0.322222232818604,0.74444447,0.3,0.43333335,0.411111116409302,NA,0.444444465637207,NA,0.33333333,0.433333349227905,0.433333349227905,NA,0.188888883590698,NA,0.266666674613953,NA,0.4125,NA,0.46666665,NA,0.475,NA,NA,NA,0.425,"redistribution","public services vs taxes","EU integration"
"435","nl",2014,"VVD",26.6,27.3,2012,12,0.696969668070475,0.595238129297892,0.788888883590698,0.833333301544189,0.77777777,0.5125,0.41111112,0.777777767181396,NA,0.855555534362793,NA,0.8,0.777777767181396,0.777777767181396,NA,0.222222232818604,NA,0.211111116409302,NA,0.75,NA,0.72222223,NA,0.725,NA,NA,NA,0.5875,"public services vs taxes","deregulation","international security"
"452","uk",2002,"LAB",40.7,62.5,2001,28.0300006866455,0.703333333333333,0.46,0.518,0.528,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"457","uk",2006,"LAB",35.2,55,2005,22.6000003814697,0.703333333333333,0.605,0.488,0.444,NA,0.467,NA,0.367000007629394,0.7,0.6,0.538000011444092,NA,0.71399998664856,0.71399998664856,0.675,0.314000010490417,0.61399998664856,0.5,0.328999996185303,0.65,0.6,0.63800001,NA,NA,NA,0.529,0.529,NA,"","",""
"463","uk",2010,"CONS",36.1,47.2000007629395,2010,27.7000007629394,0.211111108462016,0.222222208976746,0.713333320617676,0.764285755157471,NA,0.626666688919067,NA,0.7,0.714285707473755,0.735714292526245,0.716666650772095,NA,0.692857122421265,0.692857122421265,0.653846168518066,0.485714292526245,0.541666650772095,0.575,0.354545450210571,0.757142877578735,0.746153831481934,0.69166665,0.66153846,0.62307692,0.43333335,NA,NA,NA,"","",""
"465","uk",2010,"LibDem",23,8.80000019073486,2010,13.6999998092651,0.833333333333333,0.791666666666667,NA,0.564285707473755,NA,0.27333333492279,NA,0.446666669845581,0.7,0.57857141494751,0.508333349227905,NA,0.328571438789368,0.328571438789368,0.638461542129517,0.114285719394684,0.641666650772095,0.3,0.209090900421143,0.371428561210632,0.5692307472229,0.34166667,0.49230771,0.41538463,0.53076925,NA,NA,NA,"","",""
"471","uk",2014,"CONS",36.1,47.2,2010,23.9,0.357142845789591,0.305555542310079,0.7,0.785714292526245,0.9,0.614285707473755,0.48571429,0.814285755157471,NA,0.785714292526245,NA,0.74285712,0.742857122421265,0.742857122421265,NA,0.485714292526245,NA,0.65,NA,0.8,NA,0.71666665,NA,0.75714288,NA,NA,NA,0.73333335,"public services vs taxes","immigration","deregulation"
"473","uk",2014,"LibDem",23,8.8,2010,6.9,0.952380975087484,0.833333333333333,0.485714292526245,0.514285707473755,0.77142859,0.242857146263123,0.48571429,0.45,NA,0.6,NA,0.48571429,0.328571438789368,0.328571438789368,NA,0.114285719394684,NA,0.359999990463257,NA,0.42857141494751,NA,0.33333333,NA,0.36666667,NA,NA,NA,0.31666667,"public services vs taxes","redistribution","tie: civil liberties and EU"
"484","por",2002,"CDS-PP",8.7,6.09999990463257,2002,8.19999980926514,0.451666666666667,0.388333333333333,0.814,0.814,NA,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"485","por",2002,"PS",37.8,41.7000007629395,2002,43.0999984741211,0.976666666666667,0.75,0.4,0.386,NA,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"486","por",2002,"PSD",40.2,45.7000007629395,2002,31.1000003814697,0.905,0.695,0.643,0.729,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"488","por",2006,"CDS-PP",7.3,5.19999980926514,2005,NA,0.716666666666667,0.703333333333333,0.72,0.83,NA,0.89,NA,0.769999980926514,0.810000038146973,0.8,0.759999990463257,NA,0.810000038146973,0.810000038146973,0.7,0.910000038146973,0.630000019073486,0.910999965667725,0.839999961853027,0.790000009536743,0.769999980926514,0.775,NA,NA,NA,0.72199998,0.61100001,NA,"","",""
"490","por",2006,"PSD",28.8,32.5999984741211,2005,33.2999992370605,0.933333333333333,0.833333333333333,0.67,0.7,NA,0.7,NA,0.619999980926514,0.740000009536743,0.7,0.680000019073486,NA,0.640000009536743,0.640000009536743,0.559999990463257,0.659999990463257,0.5,0.621999979019165,0.55,0.6,0.6,0.56300001,NA,NA,NA,0.5,0.378,NA,"","",""
"494","por",2010,"PS",36.56,42.2000007629395,2009,26.5300006866455,NA,0.833333333333333,0.416666650772095,0.4,NA,0.233333325386047,NA,0.266666674613953,0.783333349227905,0.4,0.459999990463257,NA,0.35,0.35,0.583333349227905,0.15,0.6,0.220000004768372,0.419999980926514,0.433333349227905,0.366666674613953,0.25999999,0.35,0.45,0.35,NA,NA,NA,"","",""
"498","por",2014,"PP",12.2,10.4,2011,4.3,0.854166666666667,0.833333333333333,0.8,0.7,0.85,0.733333349227905,0.33333333,0.633333349227905,NA,0.7,NA,0.7,0.683333349227905,0.683333349227905,NA,0.666666650772095,NA,0.783333349227905,NA,0.8,NA,0.71666665,NA,0.61666665,NA,NA,NA,0.71666665,"public services vs taxes","deregulation","state intervention"
"500","por",2014,"PSD",40.3,47,2011,25.7,0.979166666666667,0.833333333333333,0.666666650772095,0.783333349227905,0.9166667,0.566666650772095,0.35,0.716666650772095,NA,0.816666698455811,NA,0.71666665,0.533333349227905,0.533333349227905,NA,0.516666650772095,NA,0.6,NA,0.680000019073486,NA,0.55,NA,0.58333335,NA,NA,NA,0.58333335,"deregulation","public services vs taxes","state intervention"
"509","aus",2002,"OVP",42.3,43.2000007629395,2002,23.3999996185303,0.98,0.75,0.7,0.756,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"510","aus",2002,"FPO",10,9.80000019073486,2002,30.6700000762939,0.271666666666667,0.285,0.863,0.731,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"514","aus",2006,"OVP",34.3,36.0999984741211,2006,32.7000007629395,0.916666666666667,0.695,0.7,0.683,NA,0.767,NA,0.682999992370605,0.7,0.717000007629395,0.6,NA,0.717000007629395,0.717000007629395,0.717000007629395,0.767000007629395,0.582999992370605,0.8,0.682999992370605,0.832999992370605,0.767000007629395,0.83299999,NA,NA,NA,0.6,0.53299999,NA,"","",""
"518","aus",2006,"BZO",4.1,3.79999995231628,2006,NA,0.25,0.195,0.883,0.6,NA,0.883,NA,0.617000007629395,0.632999992370605,0.632999992370605,0.35,NA,0.882999992370605,0.882999992370605,0.75,0.782999992370605,0.667000007629395,0.45,0.517000007629395,0.95,0.917000007629395,0.96700001,NA,NA,NA,0.95,0.93299999,NA,"","",""
"520","aus",2010,"SPO",29.26,31.1000003814697,2008,23.7399997711182,0.714285691579183,0.726190487543742,0.335714292526245,0.264285707473755,NA,0.392857122421265,NA,0.292857146263123,0.642857122421265,0.3,0.55,NA,0.4,0.4,0.507142877578735,0.35,0.457142877578735,0.3,0.328571438789368,0.52142858505249,0.614285707473755,0.51428571,0.63571429,0.49285712,0.47857141,NA,NA,NA,"","",""
"521","aus",2010,"OVP",25.98,27.8999996185303,2008,29.9799995422363,0.904761870702108,0.785714308420817,0.70714282989502,0.685714292526245,NA,0.72142858505249,NA,0.714285707473755,0.65,0.7,0.67142858505249,NA,0.72857141494751,0.72857141494751,0.692857122421265,0.72142858505249,0.57142858505249,0.77857141494751,0.67857141494751,0.80714282989502,0.792857122421265,0.80714283,0.77857141,0.66428571,0.48571429,NA,NA,NA,"","",""
"526","aus",2014,"SPO",26.8,28.4,2013,24.1,0.833333333333333,0.766666650772095,0.390000009536743,0.279999995231628,0.70999999,0.4,0.40999999,0.259999990463257,NA,0.229999995231628,NA,0.18888888,0.370000004768372,0.370000004768372,NA,0.344444441795349,NA,0.2,NA,0.444444465637207,NA,0.46999998,NA,0.49000001,NA,NA,NA,0.40999999,"redistribution","public services vs taxes","state intervention"
"527","aus",2014,"OVP",24,25.7,2013,27,0.949999968210856,0.800000031789144,0.609999990463257,0.640000009536743,0.75999999,0.719999980926514,0.53000002,0.619999980926514,NA,0.559999990463257,NA,0.56666665,0.6,0.6,NA,0.677777767181396,NA,0.759999990463257,NA,0.611111116409302,NA,0.7,NA,0.58000002,NA,NA,NA,0.61999998,"public services vs taxes","deregulation","urban vs rural"
"544","fin",2002,"SDP",22.9,25.5,1999,17.8999996185303,0.906666666666667,0.778333333333333,0.367,0.389,NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"545","fin",2002,"KOK",21,23,1999,25.2999992370606,0.945,0.666666666666667,0.7,0.722,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"547","fin",2002,"VAS",10.9,10,1999,9.10000038146973,0.573333333333333,0.63,0.244,0.2,NA,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"548","fin",2002,"SFP",5.1,5.5,1999,6.80000019073486,0.926666666666667,0.74,0.656,0.656,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"549","fin",2002,"VIHR",7.3,5.5,1999,13.3999996185303,0.778333333333333,0.76,0.367,0.333,NA,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"551","fin",2006,"SDP",24.5,26.5,2003,21.2000007629394,0.861666666666667,0.758333333333333,0.364,0.3,NA,NA,NA,0.277999997138977,0.678000020980835,0.338000011444092,0.463000011444092,NA,0.475,0.475,0.421999979019165,0.4,0.432999992370605,0.344000005722046,0.289000010490417,0.478000020980835,0.377999997138977,0.51100001,NA,NA,NA,0.44400001,0.41100001,NA,"","",""
"553","fin",2006,"KESK",24.7,27.5,2003,23.3999996185303,0.791666666666667,0.606666666666667,0.545,NA,NA,0.69,NA,0.467000007629395,0.532999992370605,0.413000011444092,0.488000011444092,NA,0.613000011444092,0.613000011444092,0.444000005722046,0.621999979019165,0.51100001335144,0.555999994277954,0.432999992370605,0.567000007629395,0.389000010490417,0.56700001,NA,NA,NA,0.64400001,0.43299999,NA,"","",""
"556","fin",2006,"SFP",4.6,4,2003,5.69999980926514,0.888333333333333,0.741666666666667,0.618,0.709,NA,0.356,NA,0.58899998664856,0.48899998664856,0.638000011444092,0.6,NA,0.325,0.325,0.5,0.355999994277954,0.621999979019165,0.432999992370605,0.344000005722046,0.2,0.578000020980835,0.28900001,NA,NA,NA,0.24400001,0.56700001,NA,"","",""
"560","fin",2010,"KOK",22.3,25,2007,23.2099990844727,0.907407442728678,0.796296278635661,0.75,0.760000038146973,NA,0.45,NA,0.659999990463257,0.680000019073486,0.7,0.619999980926514,NA,0.590000009536743,0.590000009536743,0.530000019073486,0.45,0.459999990463257,0.475,0.3375,0.580000019073486,0.45,0.55,0.42222223,0.66999998,0.46999998,NA,NA,NA,"","",""
"561","fin",2010,"KESK",23.1,25.5,2007,19.0300006866455,0.733333349227905,0.574074109395345,0.569999980926514,0.530000019073486,NA,0.640000009536743,NA,0.5,0.519999980926514,0.409999990463257,0.622222232818604,NA,0.580000019073486,0.580000019073486,0.469999980926514,0.609999990463257,0.440000009536743,0.6375,0.425,0.580000019073486,0.459999990463257,0.65,0.42222223,0.62222223,0.53000002,NA,NA,NA,"","",""
"564","fin",2010,"SFP",4.6,4.5,2007,6.09000015258789,0.888888915379842,0.685185194015503,0.680000019073486,0.739999961853027,NA,0.409999990463257,NA,0.640000009536743,0.55,0.640000009536743,0.580000019073486,NA,0.4,0.4,0.55,0.3,0.609999990463257,0.422222232818604,0.257142853736877,0.220000004768372,0.669999980926514,0.24000001,0.6625,0.5,0.49000001,NA,NA,NA,"","",""
"565","fin",2010,"VIHR",8.5,7.5,2007,12.3999996185303,0.85185186068217,0.816666682561239,0.459999990463257,0.440000009536743,NA,0.209999990463257,NA,0.4,0.590000009536743,0.455555534362793,0.511111116409302,NA,0.259999990463257,0.259999990463257,0.640000009536743,0.120000004768372,0.8,0.1875,0.3,0.2,0.709999990463257,0.20999999,0.67777777,0.11,0.88000002,NA,NA,NA,"","",""
"567","fin",2014,"SDP",19.1,21,2011,12.3,0.766666650772095,0.777777751286825,0.4,0.344444441795349,0.8,0.322222232818604,0.5,0.3625,NA,0.414285707473755,NA,0.3625,0.42857141494751,0.42857141494751,NA,0.3375,NA,0.3,NA,0.4125,NA,0.4,NA,0.575,NA,NA,NA,0.425,"public services vs taxes","redistribution","state intervention"
"568","fin",2014,"KOK",20.4,22,2011,22.6,0.933333317438761,0.833333333333333,0.766666650772095,0.822222232818604,0.87777777,0.475,0.41111112,0.775,NA,0.714285707473755,NA,0.7375,0.642857122421265,0.642857122421265,NA,0.585714292526245,NA,0.557142877578735,NA,0.5125,NA,0.525,NA,0.7,NA,NA,NA,0.4625,"public services vs taxes","deregulation","redistribution"
"570","fin",2014,"VAS",8.1,7,2011,9.3,0.550000031789144,0.629629611968994,0.188888883590698,0.166666662693024,0.73333335,0.188888883590698,0.67777777,0.2,NA,0.242857146263123,NA,0.175,0.225,0.225,NA,0.1625,NA,0.1375,NA,0.2875,NA,0.225,NA,0.35,NA,NA,NA,0.325,"public services vs taxes","redistribution","state intervention"
"572","fin",2014,"RKP/SFP",4.3,4.5,2011,6.8,0.900000015894572,0.8125,0.744444465637207,0.733333349227905,0.62222223,0.211111116409302,0.71111112,0.7,NA,0.7,NA,0.6875,0.47142858505249,0.47142858505249,NA,0.2375,NA,0.4,NA,0.275,NA,0.2125,NA,0.5,NA,NA,NA,0.2875,"ethnic minorities","public services vs taxes","multiculturalism"
"573","fin",2014,"VIHR",7.3,5,2011,9.3,0.816666682561239,0.8125,0.444444465637207,0.444444465637207,0.58888888,0.0777777791023254,0.9,0.4875,NA,0.514285707473755,NA,0.4375,0.2,0.2,NA,0.1,NA,0.1375,NA,0.1375,NA,0.125,NA,0.1,NA,NA,NA,0.1375,"environment","social lifestyle","multiculturalism"
"574","fin",2014,"KD",4,3,2011,5.2,0.483333349227905,NA,0.622222232818604,0.544444465637207,0.54444447,0.9,0.92222223,0.55,NA,0.52857141494751,NA,0.525,0.725,0.725,NA,0.925,NA,0.925,NA,0.614285707473755,NA,0.72857141,NA,0.5875,NA,NA,NA,0.7125,"religious principles","social lifestyle","public services vs taxes"
"584","sv",2002,"SAP",39.9,41.2999992370605,2002,26,0.75,0.393333333333333,0.35,0.371,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"591","sv",2006,"SAP",35.2,37.2000007629395,2006,24.6000003814697,0.797666666666667,0.573333333333333,0.356,0.322,NA,0.422,NA,0.222000002861023,0.778000020980835,0.5,0.55,NA,0.51100001335144,0.51100001335144,0.544000005722046,0.289000010490417,0.521999979019165,0.210999989509583,0.365799999237061,0.478000020980835,0.58899998664856,0.475,NA,NA,NA,0.4,0.35,NA,"","",""
"592","sv",2006,"C",7.9,8.30000019073486,2006,6.30000019073486,0.758333333333333,0.611666666666667,0.633,0.722,NA,0.538,NA,0.71100001335144,0.71100001335144,0.721999979019165,0.675,NA,0.621999979019165,0.621999979019165,0.7,0.332999992370606,0.667000007629395,0.367000007629394,0.521999979019165,0.555999994277954,0.655999994277954,0.6,NA,NA,NA,0.51300001,0.375,NA,"","",""
"593","sv",2006,"FP",7.5,8,2006,9.89999961853027,NA,0.796666666666667,0.667,0.744,NA,0.356,NA,0.7,0.721999979019165,0.8,0.775,NA,0.732999992370605,0.732999992370605,0.778000020980835,0.267000007629394,0.755999994277954,0.225,0.438000011444092,0.578000020980835,0.755999994277954,0.58800001,NA,NA,NA,0.325,0.41300001,NA,"","",""
"594","sv",2006,"M",26.1,27.7999992370606,2006,18.2000007629394,0.863333333333333,0.593333333333333,0.756,0.789,NA,0.6,NA,0.778000020980835,0.767000007629395,0.810999965667725,0.763000011444092,NA,0.778000020980835,0.778000020980835,0.778000020980835,0.377999997138977,0.632999992370605,0.355999994277954,0.478000020980835,0.567000007629395,0.667000007629395,0.625,NA,NA,NA,0.41300001,0.38800001,NA,"","",""
"595","sv",2006,"KD",6.6,6.90000009536743,2006,5.69999980926514,0.803333333333333,0.583333333333333,0.689,0.689,NA,0.756,NA,0.68899998664856,0.667000007629395,0.7,0.613000011444092,NA,0.732999992370605,0.732999992370605,0.744000005722046,0.721999979019165,0.85600004196167,0.778000020980835,0.832999992370605,0.5,0.632999992370605,0.675,NA,NA,NA,0.55,0.38800001,NA,"","",""
"600","sv",2010,"C",6.6,6.59999990463257,2010,5.46999979019165,0.788888851801554,0.615384578704834,0.7,0.72857141494751,NA,NA,NA,0.742857122421265,0.714285707473755,0.75,0.7307692527771,NA,0.62142858505249,0.62142858505249,0.57142858505249,0.3,0.5307692527771,0.369230771064758,0.407142877578735,0.45,0.47857141494751,0.44166665,0.45833335,0.42142859,0.63571429,NA,NA,NA,"","",""
"601","sv",2010,"FP",7.1,6.90000009536743,2010,13.579999923706,0.97777779897054,0.857142845789591,0.70714282989502,0.75714282989502,NA,0.3692307472229,NA,0.742857122421265,0.72857141494751,0.792857122421265,0.71538462638855,NA,0.607142877578735,0.607142877578735,0.7,0.176923072338104,0.592307710647583,0.276923084259033,0.42857141494751,0.47142858505249,0.585714292526245,0.39166667,0.56666665,0.56428571,0.51428571,NA,NA,NA,"","",""
